"tradingsymbol","instrument_key_nse","instrument_key_bse"
"A2ZINFRA","NSE_EQ|INE619I01012","BSE_EQ|INE619I01012"
"AAATECH","NSE_EQ|INE0D0U01013","BSE_EQ|INE0D0U01013"
"AADHARHFC","NSE_EQ|INE883F01010","BSE_EQ|INE883F01010"
"AAREYDRUGS","NSE_EQ|INE198H01019","BSE_EQ|INE198H01019"
"AARTECH","NSE_EQ|INE01C001026","BSE_EQ|INE01C001026"
"AARTIDRUGS","NSE_EQ|INE767A01016","BSE_EQ|INE767A01016"
"AARTIIND","NSE_EQ|INE769A01020","BSE_EQ|INE769A01020"
"AARTIPHARM","NSE_EQ|INE0LRU01027","BSE_EQ|INE0LRU01027"
"AARTISURF","NSE_EQ|INE09EO01013","BSE_EQ|INE09EO01013"
"AARVEEDEN","NSE_EQ|INE273D01019","BSE_EQ|INE273D01019"
"AAVAS","NSE_EQ|INE216P01012","BSE_EQ|INE216P01012"
"ABAN","NSE_EQ|INE421A01028","BSE_EQ|INE421A01028"
"ABB","NSE_EQ|INE117A01022","BSE_EQ|INE117A01022"
"ABBOTINDIA","NSE_EQ|INE358A01014","BSE_EQ|INE358A01014"
"ABCAPITAL","NSE_EQ|INE674K01013","BSE_EQ|INE674K01013"
"ABDL","NSE_EQ|INE552Z01027","BSE_EQ|INE552Z01027"
"ABFRESET27","NSE_EQ|INE860H07IX6","BSE_EQ|INE860H07IX6"
"ABFRL","NSE_EQ|INE647O01011","BSE_EQ|INE647O01011"
"ABGSEC","NSE_EQ|INF209KC1134","BSE_EQ|INF209KC1134"
"ABINFRA","NSE_EQ|INE00YB01017","BSE_EQ|INE00YB01017"
"ABREL","NSE_EQ|INE055A01016","BSE_EQ|INE055A01016"
"ABSLAMC","NSE_EQ|INE404A01024","BSE_EQ|INE404A01024"
"ABSLBANETF","NSE_EQ|INF209KB17D5","BSE_EQ|INF209KB17D5"
"ABSLLIQUID","NSE_EQ|INF209KB18T9","BSE_EQ|INF209KB18T9"
"ABSLNN50ET","NSE_EQ|INF209KB16D7","BSE_EQ|INF209KB16D7"
"ABSLPSE","NSE_EQ|INF209KB19Z4","BSE_EQ|INF209KB19Z4"
"ACC","NSE_EQ|INE012A01025","BSE_EQ|INE012A01025"
"ACCELYA","NSE_EQ|INE793A01012","BSE_EQ|INE793A01012"
"ACE","NSE_EQ|INE731H01025","BSE_EQ|INE731H01025"
"ACI","NSE_EQ|INE128X01021","BSE_EQ|INE128X01021"
"ACL","NSE_EQ|INE666E01020","BSE_EQ|INE666E01020"
"ACLGATI","NSE_EQ|INE152B01027","BSE_EQ|INE152B01027"
"ACMESOLAR","NSE_EQ|INE622W01025","BSE_EQ|INE622W01025"
"ADANIENSOL","NSE_EQ|INE931S01010","BSE_EQ|INE931S01010"
"ADANIENT","NSE_EQ|INE423A01024","BSE_EQ|INE423A01024"
"ADANIGREEN","NSE_EQ|INE364U01010","BSE_EQ|INE364U01010"
"ADANIPORTS","NSE_EQ|INE742F01042","BSE_EQ|INE742F01042"
"ADANIPOWER","NSE_EQ|INE814H01011","BSE_EQ|INE814H01011"
"ADFFOODS","NSE_EQ|INE982B01027","BSE_EQ|INE982B01027"
"ADL","NSE_EQ|INE0CHO01012","BSE_EQ|INE0CHO01012"
"ADORWELD","NSE_EQ|INE045A01017","BSE_EQ|INE045A01017"
"ADROITINFO","NSE_EQ|INE737B01033","BSE_EQ|INE737B01033"
"ADSL","NSE_EQ|INE102I01027","BSE_EQ|INE102I01027"
"ADVANIHOTR","NSE_EQ|INE199C01026","BSE_EQ|INE199C01026"
"ADVENZYMES","NSE_EQ|INE837H01020","BSE_EQ|INE837H01020"
"AEGISLOG","NSE_EQ|INE208C01025","BSE_EQ|INE208C01025"
"AEL120924","NSE_EQ|INE423A07369","BSE_EQ|INE423A07369"
"AEROFLEX","NSE_EQ|INE024001021","BSE_EQ|INE024001021"
"AETHER","NSE_EQ|INE0BWX01014","BSE_EQ|INE0BWX01014"
"AFCONS","NSE_EQ|INE101I01011","BSE_EQ|INE101I01011"
"AFFLE","NSE_EQ|INE00WC01027","BSE_EQ|INE00WC01027"
"AFFORDABLE","NSE_EQ|INE692Z01013","BSE_EQ|INE692Z01013"
"AFIL","NSE_EQ|INE916Y01019","BSE_EQ|INE916Y01019"
"AGARIND","NSE_EQ|INE204E01012","BSE_EQ|INE204E01012"
"AGARWALEYE","NSE_EQ|INE943P01029","BSE_EQ|INE943P01029"
"AGI","NSE_EQ|INE415A01038","BSE_EQ|INE415A01038"
"AGIIL","NSE_EQ|INE976R01025","BSE_EQ|INE976R01025"
"AGRITECH","NSE_EQ|INE449G01018","BSE_EQ|INE449G01018"
"AGSTRA","NSE_EQ|INE583L01014","BSE_EQ|INE583L01014"
"AHL","NSE_EQ|INE00ZE01026","BSE_EQ|INE00ZE01026"
"AHLEAST","NSE_EQ|INE926K01017","BSE_EQ|INE926K01017"
"AHLUCONT","NSE_EQ|INE758C01029","BSE_EQ|INE758C01029"
"AIAENG","NSE_EQ|INE212H01026","BSE_EQ|INE212H01026"
"AIIL","NSE_EQ|INE206F01022","BSE_EQ|INE206F01022"
"AIRAN","NSE_EQ|INE645W01026","BSE_EQ|INE645W01026"
"AIRTELPP","NSE_EQ|IN9397D01014","BSE_EQ|IN9397D01014"
"AJANTPHARM","NSE_EQ|INE031B01049","BSE_EQ|INE031B01049"
"AJAXENGG","NSE_EQ|INE274Y01021","BSE_EQ|INE274Y01021"
"AJMERA","NSE_EQ|INE298G01027","BSE_EQ|INE298G01027"
"AKI","NSE_EQ|INE642Z01026","BSE_EQ|INE642Z01026"
"AKSHAR","NSE_EQ|INE256Z01025","BSE_EQ|INE256Z01025"
"AKSHARCHEM","NSE_EQ|INE542B01011","BSE_EQ|INE542B01011"
"AKSHOPTFBR","NSE_EQ|INE523B01011","BSE_EQ|INE523B01011"
"AKUMS","NSE_EQ|INE09XN01023","BSE_EQ|INE09XN01023"
"AKZOINDIA","NSE_EQ|INE133A01011","BSE_EQ|INE133A01011"
"ALANKIT","NSE_EQ|INE914E01040","BSE_EQ|INE914E01040"
"ALBERTDAVD","NSE_EQ|INE155C01010","BSE_EQ|INE155C01010"
"ALEMBICLTD","NSE_EQ|INE426A01027","BSE_EQ|INE426A01027"
"ALICON","NSE_EQ|INE062D01024","BSE_EQ|INE062D01024"
"ALIVUS","NSE_EQ|INE03Q201024","BSE_EQ|INE03Q201024"
"ALKALI","NSE_EQ|INE773I01017","BSE_EQ|INE773I01017"
"ALKEM","NSE_EQ|INE540L01014","BSE_EQ|INE540L01014"
"ALKYLAMINE","NSE_EQ|INE150B01039","BSE_EQ|INE150B01039"
"ALLCARGO","NSE_EQ|INE418H01029","BSE_EQ|INE418H01029"
"ALLDIGI","NSE_EQ|INE835G01018","BSE_EQ|INE835G01018"
"ALMONDZ","NSE_EQ|INE326B01035","BSE_EQ|INE326B01035"
"ALOKINDS","NSE_EQ|INE270A01029","BSE_EQ|INE270A01029"
"ALPA","NSE_EQ|INE385I01010","BSE_EQ|INE385I01010"
"ALPHAETF","NSE_EQ|INF769K01KU7","BSE_EQ|INF769K01KU7"
"ALPHAGEO","NSE_EQ|INE137C01018","BSE_EQ|INE137C01018"
"ALPL30IETF","NSE_EQ|INF109KC17V7","BSE_EQ|INF109KC17V7"
"ALPSINDUS","NSE_EQ|INE093B01015","BSE_EQ|INE093B01015"
"AMBER","NSE_EQ|INE371P01015","BSE_EQ|INE371P01015"
"AMBICAAGAR","NSE_EQ|INE792B01012","BSE_EQ|INE792B01012"
"AMBIKCO","NSE_EQ|INE540G01014","BSE_EQ|INE540G01014"
"AMBUJACEM","NSE_EQ|INE079A01024","BSE_EQ|INE079A01024"
"AMDIND","NSE_EQ|INE005I01014","BSE_EQ|INE005I01014"
"AMIORG","NSE_EQ|INE00FF01017","BSE_EQ|INE00FF01017"
"AMJLAND","NSE_EQ|INE606A01024","BSE_EQ|INE606A01024"
"AMNPLST","NSE_EQ|INE275D01022","BSE_EQ|INE275D01022"
"AMRUTANJAN","NSE_EQ|INE098F01031","BSE_EQ|INE098F01031"
"ANANDRATHI","NSE_EQ|INE463V01026","BSE_EQ|INE463V01026"
"ANANTRAJ","NSE_EQ|INE242C01024","BSE_EQ|INE242C01024"
"ANDHRAPAP","NSE_EQ|INE435A01051","BSE_EQ|INE435A01051"
"ANDHRSUGAR","NSE_EQ|INE715B01021","BSE_EQ|INE715B01021"
"ANGELONE","NSE_EQ|INE732I01013","BSE_EQ|INE732I01013"
"ANIKINDS","NSE_EQ|INE087B01017","BSE_EQ|INE087B01017"
"ANKITMETAL","NSE_EQ|INE106I01010","BSE_EQ|INE106I01010"
"ANMOL","NSE_EQ|INE02AR01019","BSE_EQ|INE02AR01019"
"ANSALAPI","NSE_EQ|INE436A01026","BSE_EQ|INE436A01026"
"ANUHPHR","NSE_EQ|INE489G01022","BSE_EQ|INE489G01022"
"ANUP","NSE_EQ|INE294Z01018","BSE_EQ|INE294Z01018"
"ANURAS","NSE_EQ|INE930P01018","BSE_EQ|INE930P01018"
"ANZEN","NSE_EQ|INE0MIZ23019","BSE_EQ|INE0MIZ23019"
"APARINDS","NSE_EQ|INE372A01015","BSE_EQ|INE372A01015"
"APCL","NSE_EQ|INE071F01012","BSE_EQ|INE071F01012"
"APCOTEXIND","NSE_EQ|INE116A01032","BSE_EQ|INE116A01032"
"APEX","NSE_EQ|INE346W01013","BSE_EQ|INE346W01013"
"APLAPOLLO","NSE_EQ|INE702C01027","BSE_EQ|INE702C01027"
"APLLTD","NSE_EQ|INE901L01018","BSE_EQ|INE901L01018"
"APOLLO","NSE_EQ|INE713T01028","BSE_EQ|INE713T01028"
"APOLLOHOSP","NSE_EQ|INE437A01024","BSE_EQ|INE437A01024"
"APOLLOPIPE","NSE_EQ|INE126J01016","BSE_EQ|INE126J01016"
"APOLLOTYRE","NSE_EQ|INE438A01022","BSE_EQ|INE438A01022"
"APTECHT","NSE_EQ|INE266F01018","BSE_EQ|INE266F01018"
"APTUS","NSE_EQ|INE852O01025","BSE_EQ|INE852O01025"
"ARCHIDPLY","NSE_EQ|INE877I01016","BSE_EQ|INE877I01016"
"ARCHIES","NSE_EQ|INE731A01020","BSE_EQ|INE731A01020"
"ARE&M","NSE_EQ|INE885A01032","BSE_EQ|INE885A01032"
"ARENTERP","NSE_EQ|INE610C01014","BSE_EQ|INE610C01014"
"ARIES","NSE_EQ|INE298I01015","BSE_EQ|INE298I01015"
"ARIHANTCAP","NSE_EQ|INE420B01036","BSE_EQ|INE420B01036"
"ARIHANTSUP","NSE_EQ|INE643K01018","BSE_EQ|INE643K01018"
"ARKADE","NSE_EQ|INE0QRL01017","BSE_EQ|INE0QRL01017"
"ARMANFIN","NSE_EQ|INE109C01017","BSE_EQ|INE109C01017"
"AROGRANITE","NSE_EQ|INE210C01013","BSE_EQ|INE210C01013"
"ARROWGREEN","NSE_EQ|INE570D01018","BSE_EQ|INE570D01018"
"ARSSINFRA","NSE_EQ|INE267I01010","BSE_EQ|INE267I01010"
"ARTEMISMED","NSE_EQ|INE025R01021","BSE_EQ|INE025R01021"
"ARVIND","NSE_EQ|INE034A01011","BSE_EQ|INE034A01011"
"ARVINDFASN","NSE_EQ|INE955V01021","BSE_EQ|INE955V01021"
"ARVSMART","NSE_EQ|INE034S01021","BSE_EQ|INE034S01021"
"ASAHIINDIA","NSE_EQ|INE439A01020","BSE_EQ|INE439A01020"
"ASAHISONG","NSE_EQ|INE228I01012","BSE_EQ|INE228I01012"
"ASAL","NSE_EQ|INE900C01027","BSE_EQ|INE900C01027"
"ASALCBR","NSE_EQ|INE073G01016","BSE_EQ|INE073G01016"
"ASHAPURMIN","NSE_EQ|INE348A01023","BSE_EQ|INE348A01023"
"ASHIANA","NSE_EQ|INE365D01021","BSE_EQ|INE365D01021"
"ASHIMASYN","NSE_EQ|INE440A01010","BSE_EQ|INE440A01010"
"ASHOKA","NSE_EQ|INE442H01029","BSE_EQ|INE442H01029"
"ASHOKAMET","NSE_EQ|INE760Y01011","BSE_EQ|INE760Y01011"
"ASHOKLEY","NSE_EQ|INE208A01029","BSE_EQ|INE208A01029"
"ASIANENE","NSE_EQ|INE276G01015","BSE_EQ|INE276G01015"
"ASIANPAINT","NSE_EQ|INE021A01026","BSE_EQ|INE021A01026"
"ASIANTILES","NSE_EQ|INE022I01019","BSE_EQ|INE022I01019"
"ASKAUTOLTD","NSE_EQ|INE491J01022","BSE_EQ|INE491J01022"
"ASMS","NSE_EQ|INE855F01042","BSE_EQ|INE855F01042"
"ASTEC","NSE_EQ|INE563J01010","BSE_EQ|INE563J01010"
"ASTERDM","NSE_EQ|INE914M01019","BSE_EQ|INE914M01019"
"ASTRAL","NSE_EQ|INE006I01046","BSE_EQ|INE006I01046"
"ASTRAMICRO","NSE_EQ|INE386C01029","BSE_EQ|INE386C01029"
"ASTRAZEN","NSE_EQ|INE203A01020","BSE_EQ|INE203A01020"
"ASTRON","NSE_EQ|INE646X01014","BSE_EQ|INE646X01014"
"ATALREAL","NSE_EQ|INE0ALR01029","BSE_EQ|INE0ALR01029"
"ATAM","NSE_EQ|INE09KD01013","BSE_EQ|INE09KD01013"
"ATFL","NSE_EQ|INE209A01019","BSE_EQ|INE209A01019"
"ATGL","NSE_EQ|INE399L01023","BSE_EQ|INE399L01023"
"ATL","NSE_EQ|INE0NN701020","BSE_EQ|INE0NN701020"
"ATLANTAA","NSE_EQ|INE285H01022","BSE_EQ|INE285H01022"
"ATLASCYCLE","NSE_EQ|INE446A01025","BSE_EQ|INE446A01025"
"ATUL","NSE_EQ|INE100A01010","BSE_EQ|INE100A01010"
"ATULAUTO","NSE_EQ|INE951D01028","BSE_EQ|INE951D01028"
"AUBANK","NSE_EQ|INE949L01017","BSE_EQ|INE949L01017"
"AURIONPRO","NSE_EQ|INE132H01018","BSE_EQ|INE132H01018"
"AUROPHARMA","NSE_EQ|INE406A01037","BSE_EQ|INE406A01037"
"AURUM","NSE_EQ|INE898S01029","BSE_EQ|INE898S01029"
"AUSOMENT","NSE_EQ|INE218C01016","BSE_EQ|INE218C01016"
"AUTOAXLES","NSE_EQ|INE449A01011","BSE_EQ|INE449A01011"
"AUTOIETF","NSE_EQ|INF109KC10V2","BSE_EQ|INF109KC10V2"
"AUTOIND","NSE_EQ|INE718H01014","BSE_EQ|INE718H01014"
"AVADHSUGAR","NSE_EQ|INE349W01017","BSE_EQ|INE349W01017"
"AVALON","NSE_EQ|INE0LCL01028","BSE_EQ|INE0LCL01028"
"AVANTEL","NSE_EQ|INE005B01027","BSE_EQ|INE005B01027"
"AVANTIFEED","NSE_EQ|INE871C01038","BSE_EQ|INE871C01038"
"AVG","NSE_EQ|INE680Z01018","BSE_EQ|INE680Z01018"
"AVL","NSE_EQ|INE679V01027","BSE_EQ|INE679V01027"
"AVONMORE","NSE_EQ|INE323B01024","BSE_EQ|INE323B01024"
"AVROIND","NSE_EQ|INE652Z01017","BSE_EQ|INE652Z01017"
